ACT,MAJOR HEAD,MINOR HEAD,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month
A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Vital Installation,0,0,0,0
A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Warehouse (Godown),2,0,0,1
A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Others,66,9,17,11
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",Attempt To Commit,2,1,1,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Contractor,0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Domestic Servant,0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Labourer,0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Man (General),1,1,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Man (SC),0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Man (ST),0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Manager/Executive (Other Than Public Servant),0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)","On Member of Clergy (Christian, Budhist, Jain, Sikh)",1,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",Member of Legislative Assembly / Council (MLA/MLC),0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Member of Parliament (MP),0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On other Dignitaries /Public Figures,0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Press,0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Professional ,0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Public Servant,2,0,1,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Student,1,0,1,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Teacher,0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Women (General),1,0,1,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Woman (SC),0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Woman (ST),0,0,0,0
A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Attempt to Commit,1,0,0,0
A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Caste Issue,6,1,1,3
A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Communal Issue,17,0,4,6
A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Linguistic Issue,0,,0,0
A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Political Issue,0,0,0,0
A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Racial/Ethnic Issue,0,1,0,0
A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Regional Issue,9,1,3,3
A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Religious Issue,31,3,5,7
A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Sectarian Issue,0,0,0,0
A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Others,33,4,2,11
A - IPC Crime,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC)",Conspiracy To Wage War,3,0,3,0
A - IPC Crime,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC)",Related to Substantive Offence,3,0,0,0
A - IPC Crime,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC)",Others,13,1,1,4
A - IPC Crime,CRIMINAL INTIMIDATION (Sec. 504 to 508 IPC),CRIMINAL INTIMIDATION (Sec. 504 to 508 IPC),747,159,199,205
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Attempt to Commit,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Bank,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Business Establishment,1,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Charitable Organisation,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Chitfund Organisation,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Co-operative Organisation,1,1,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Commercial Establishment/Shop,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Customs Department,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Excise Department,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Financial Institution,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Income Tax Department,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Other Government Organisation,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Postal Department,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Public Sector Undertakings,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Railway Department,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Revenue Department,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Sales Tax Department,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Social Organisation (Aided) (N),0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Transport Authority,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Trust - Other than religious,1,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Trust - Religious,0,0,0,0
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Others,2,1,0,0
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Attempt to Commit,5,0,2,0
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Club,0,0,0,0
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Hostel,0,1,0,0
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Hotel,3,0,1,1
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),House,158,29,39,42
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Land,326,57,73,103
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Office,16,5,4,6
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Prohibited Places,5,0,2,0
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Religious Place,5,1,4,0
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Restricted Area,2,0,0,1
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Others,59,8,17,18
A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Husband ,344,57,91,96
A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Husband And Relative(S) in Law,458,103,150,118
A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Relative(S) in Law,14,3,4,4
A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Dowry Harassment,179,16,52,56
A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Prevention of Gaming,0,0,0,0
A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Husband  ,2,0,0,0
A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Husband And Relatives In Law,18,3,4,4
A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Relatives in Law,0,0,0,0
A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Burning,0,0,0,0
A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Hanging,23,5,5,5
A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Other Means,3,1,1,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Electrocution,3,0,1,1
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Adulterated Food/Drug,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Accident by Air,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Boad Accident,0,1,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Bridge/Dam Collapse,0,1,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Building Collapse,3,0,1,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Caused By Animal,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Death Due to Other Cause,34,8,8,8
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Electrocution Accident,22,3,6,7
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Explosion Accident,2,0,2,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Fire accident,2,0,1,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Gas Leakage Accident,1,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Improper Infrastucture In Construction,20,4,4,2
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Improper Medical Treatment,0,1,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),In Custody of Public Servant,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),In Jail/Judicial Custody,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),In Police Custody,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Industrial Accident (Factory),1,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Inflammable Substance,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Mine Accident,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Poisonous Substance,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Quarry Accident,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Spurious Liquor (Hooch) Accident,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Railway Accident,0,0,0,0
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Others,22,5,4,7
A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),National Highways,1238,284,341,303
A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),State Highways,1042,227,256,258
A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),Other Roads,1318,313,299,301
A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),Other Places,69,13,18,16
A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",National Highways,3150,657,823,821
A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",State Highways,2333,495,606,574
A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Other Roads,4070,886,1130,999
A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Other Places,167,24,40,43
A - IPC Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC)",Child,5,0,1,0
A - IPC Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC)",Woman,0,0,0,0
A - IPC Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC)",Women and Child,0,0,0,0
A - IPC Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC)",Air Force,0,0,0,0
A - IPC Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC)",Army,1,0,0,0
A - IPC Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC)",Navy,0,0,0,0
A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",From Jail Custody,1,0,1,0
A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",From Police Custody,7,1,1,4
A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",Others,2,1,0,0
A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Attempt to Commit,0,0,0,0
A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Non-Uniformed Authority,1,0,0,1
A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Uniformed Authority,0,0,0,0
A - IPC Crime,"MISCHIEF (Sec.427 to 440 except 434, 435, 436, 438 IPC)","MISCHIEF (Sec.427 to 440 except 434, 435, 436, 438 IPC)",146,31,30,37
A - IPC Crime,MOLESTATION (Sec.354 IPC),Attempt to Commit,41,7,13,11
A - IPC Crime,MOLESTATION (Sec.354 IPC),Private Place,339,82,96,80
A - IPC Crime,MOLESTATION (Sec.354 IPC),Public Conveyance,3,1,1,0
A - IPC Crime,MOLESTATION (Sec.354 IPC),Public Place,633,124,172,188
A - IPC Crime,MOLESTATION (Sec.354 IPC),Other Places,988,187,249,258
A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Attempt to Commit,1,2,0,0
A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Fatal,1,0,0,1
A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Non Fatal,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Advertisement,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Audio Tape,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Book,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Computer Software,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Figures,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Film (Blue),0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Painting,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Pamphlet,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Paper,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Photography,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Poster,0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Video Film(Blue),0,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Others,0,1,0,0
A - IPC Crime,PUBLIC JUSTICE (Sec.213 to 215 IPC),PUBLIC JUSTICE (Sec.213 to 215 IPC),2,1,0,0
A - IPC Crime,PUBLIC NUISANCE (Sec.291 and 510 IPC),PUBLIC NUISANCE (Sec.291 and 510 IPC),17,5,2,7
A - IPC Crime,"PUBLIC SAFETY (Sec.269 to 271, 277, 283, 289 IPC)","PUBLIC SAFETY (Sec.269 to 271, 277, 283, 289 IPC)",1081,1111,300,190
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Attempt to Commit,6,2,0,1
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Defence Personnel,0,1,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Jail Personnel,2,0,0,1
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Judicial Official,2,2,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Minister,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",MLA,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",MP,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Nationalised Bank Personnel,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Other Elected Member,2,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Other Enforcement Official,2,1,1,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Other Govt. Official,138,86,42,30
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Para Military Personnel,0,1,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Police Personnel,139,42,32,33
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Public Sector Undertaking Official,33,43,10,8
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Defence Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Jail Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Judicial Official,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Minister,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",MLA,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",MP,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Nationalised Bank Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Other Elected Member,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Other Enforcement Official,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Other Govt. Official,2,1,1,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Para Military Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Police Personnel,2,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Public Sector Undertaking Official,0,1,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Others,3,0,1,0
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Death Causeed By Electric Shock,17,2,5,7
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Animal -Related,9,0,2,3
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Boat/Vessel - Related,1,0,0,1
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Explosive/Explosive Substances - Related,7,0,1,1
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Inflammable Substance- Related ,4,0,1,0
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Machinery - Related,54,6,23,10
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Poisonous Substance - Related,3,1,1,1
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Other - Related,243,67,66,50
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Human - Related,112,11,36,19
A - IPC Crime,RECEIVING OF STOLEN PROPERTY (Sec.411 to 414 IPC),RECEIVING OF STOLEN PROPERTY (Sec.411 to 414 IPC),1,0,0,0
A - IPC Crime,SEDITION (Sec. 124A IPC),Attempt to Commit,0,0,0,0
A - IPC Crime,SEDITION (Sec. 124A IPC),By Foreigner,0,0,0,0
A - IPC Crime,SEDITION (Sec. 124A IPC),By National,0,0,0,0
A - IPC Crime,SEDITION (Sec. 124A IPC),By National And Foreigner,0,0,0,0
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Attempt to Commit,0,1,0,0
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Office,2,0,2,0
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Public Conveyance,0,0,0,0
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Public Place,11,1,2,2
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Other Places,13,2,3,1
A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC)",Dowry,4,1,0,0
A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC)",Abetment of Suicide,108,24,28,23
A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC)",Other Reasons,107,31,34,25
A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC)",Attempt to Commit suicide,39,7,8,12
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Abetment  ,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Animal  ,2,0,0,1
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Attempt,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Major - Man,1,0,0,1
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Major - Woman,1,0,1,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Minor - Boy,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Minor - Girl,0,0,0,0
A - IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),Attempt to Commit,8,1,0,1
A - IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),To Extort Confession,0,0,0,0
A - IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),To Extort Property,7,0,0,2
A - IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),To settle Dispute,5,0,5,0
A - IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),Others,115,26,27,29
A - IPC Crime,"INFANTICIDE (Sec.315, 316 IPC)",Male,0,0,0,0
A - IPC Crime,"INFANTICIDE (Sec.315, 316 IPC)",Female,0,0,0,0
A - IPC Crime,OFFENCES RELATED TO MARRIAGE (Sec.493 to 498 IPC),OFFENCES RELATED TO MARRIAGE (Sec.493 to 498 IPC),15,2,3,5
A - IPC Crime,"BUYING & SELLING MINOR FOR PROSTITUTION (Sec.372, 373 IPC)","BUYING & SELLING MINOR FOR PROSTITUTION (Sec.372, 373 IPC)",0,0,0,0
A - IPC Crime,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC),Documents  ,0,0,0,0
A - IPC Crime,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC),Property  ,1,0,0,0
A - IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Persons ,2,0,0,1
A - IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Printed Matter,1,0,0,0
A - IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Others,2,0,0,1
A - IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Assembly,0,19,0,0
A - IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Parliament,0,0,0,0
A - IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Other Elected Bodies,0,8,0,0
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Man,0,0,0,0
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Woman,5,0,2,1
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Boy,0,0,0,0
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Girl,0,0,0,0
A - IPC Crime,Attempting to commit offences (Sec.511 IPC),Attempting to commit offences,74,11,27,19
