Sl. No.,Heads of Crime,Major Head,Minor head,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month
1,A - IPC Crime,Murder (Sec.302/303 IPC),For gain,7,0,2,2
2,A - IPC Crime,Murder (Sec.302/303 IPC),Over Property Dispute,9,0,6,1
3,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Personal Vendetta or enemity,4,2,1,2
4,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Sexual jealousy,1,2,1,0
5,A - IPC Crime,Murder (Sec.302/303 IPC),For dowry by burning,0,0,0,0
6,A - IPC Crime,Murder (Sec.302/303 IPC),For dowry by other means,0,1,0,0
7,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Communalism,0,0,0,0
8,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Casteism,0,0,0,0
9,A - IPC Crime,Murder (Sec.302/303 IPC),Witch Craft (Sorcery),0,0,0,0
10,A - IPC Crime,Murder (Sec.302/303 IPC),For Human Sacrifice,2,0,0,0
11,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Terrorism/Naxalism / Extremism,0,0,0,0
12,A - IPC Crime,Murder (Sec.302/303 IPC),For Political Reasons,0,0,0,0
13,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Adultery,6,1,4,0
14,A - IPC Crime,Murder (Sec.302/303 IPC),Civil Disputes,15,5,6,5
15,A - IPC Crime,Murder (Sec.302/303 IPC),Electoral Gain,0,0,0,0
16,A - IPC Crime,Murder (Sec.302/303 IPC),Gang Rivalry,1,1,1,0
17,A - IPC Crime,Murder (Sec.302/303 IPC),Love Intrigue,4,1,0,3
18,A - IPC Crime,Murder (Sec.302/303 IPC),Professional ,0,0,0,0
19,A - IPC Crime,Murder (Sec.302/303 IPC),Psychopathic/Serial Killer/Lunacy,0,0,0,0
20,A - IPC Crime,Murder (Sec.302/303 IPC),Rape with Murder,2,2,1,1
21,A - IPC Crime,Murder (Sec.302/303 IPC),Revenge/Enemity,13,2,7,2
22,A - IPC Crime,Murder (Sec.302/303 IPC),Sudden Quarrel,21,15,6,8
23,A - IPC Crime,Murder (Sec.302/303 IPC),Village Dispute,0,0,0,0
24,A - IPC Crime,Murder (Sec.302/303 IPC),Custodial,0,0,0,0
25,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Other Causes,219,80,82,82
26,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),For Gain ,5,2,2,2
27,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Over Property Dispute,19,6,4,13
28,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Due to Personal Vendetta or enemity,17,14,4,7
29,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Due to Sexual jealousy,6,2,2,2
30,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),For Dowry other Means,11,5,3,1
31,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Dowry By Burning,1,0,0,1
32,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Due to Communalism,0,0,0,0
33,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Due to Casteism,2,0,1,1
34,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Witch Craft (Sorcery),0,0,0,0
35,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),For Human Sacrifice,0,0,0,0
36,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Terrorism /Naxalism / Extremism,0,0,0,0
37,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),For Political Reasons,2,2,0,1
38,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Adultery,4,0,1,2
39,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Electoral Gain,0,0,0,0
40,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Gang Rivalry,0,0,0,0
41,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Love Intrigue,6,2,1,2
42,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Professional ,1,1,0,1
43,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Rape,0,0,0,0
44,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Revenge/Enemity,69,20,26,20
45,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Sudden Quarrel,73,17,23,24
46,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Village Dispute,2,2,1,1
47,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Due to Other Causes,427,145,146,154
48,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Civil Disputes,70,33,26,23
49,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),For Gain,0,0,0,0
50,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Over Civil Dispute,0,0,0,0
51,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Due to Personal Vendetta or enemity,0,0,0,0
52,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Due to Sexual jealousy,0,0,0,0
53,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),For Dowry,0,0,0,0
54,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Due to Communalism,0,0,0,0
55,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Due to Casteism,0,0,0,0
56,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Witch Craft (Sorcery),0,0,0,0
57,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),For Human Sacrifice,1,0,0,0
58,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Terrorism /Naxalism / Extremism,0,0,0,0
59,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),For Political Reasons,0,0,0,0
60,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Adultery,0,0,0,0
61,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Property Disputes,0,0,0,0
62,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Electoral Gain,0,0,0,0
63,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Gang Rivalry,0,0,0,0
64,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Love Intrigue,0,0,0,0
65,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Professional ,0,0,0,0
66,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Sudden Quarrel,6,1,1,3
67,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Due to Other Causes,24,6,11,3
68,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),For Gain,0,0,0,0
69,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Over Civil Dispute,1,0,1,0
70,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Due to Personal Vendetta or enemity,0,0,0,0
71,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Due to Sexual jealousy,0,0,0,0
72,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),For Dowry,0,0,0,0
73,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Due to Communalism,0,0,0,0
74,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Due to Casteism,0,0,0,0
75,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Witch Craft (Sorcery),0,0,0,0
76,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),For Human Sacrifice,0,0,0,0
77,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Terrorism /Naxalism / Extremism,0,0,0,0
78,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),For Political Reasons,0,0,0,0
79,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Due to Other Causes,11,3,3,2
80,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Adultery,0,0,0,0
81,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Property Disputes,0,1,0,0
82,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Electoral Gain,0,0,0,0
83,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Gang Rivalry,0,0,0,0
84,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Love Intrigue,0,0,0,0
85,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Professional ,0,0,0,0
86,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Sudden Quarrel,2,0,1,1
87,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",Custodial Rape,1,0,0,0
88,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",Attempt to Commit,2,1,1,1
89,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By a Gang,5,1,1,2
90,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By Parents,0,0,0,0
91,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By Hospital Staff,0,0,0,0
92,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By Husband During Sepearation,0,0,0,0
93,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By Neighbours,12,4,5,3
94,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By Relatives,15,2,3,5
95,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",In Jail Custody,0,0,0,0
96,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",In Remand Home,0,0,0,0
97,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",InCest,0,0,0,0
98,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",Known Person,78,26,21,28
99,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",Unknown Person,2,0,0,2
100,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",Due to Other Causes,31,13,12,11
101,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",On Minor,0,0,0,0
102,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Missing - Boy,250,56,92,55
103,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Missing - Girl,706,175,213,278
104,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Ransom - of Children,3,1,1,2
105,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Ransom - of Cildren for Begging,0,0,0,0
106,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Ransom - of Women,1,0,1,0
107,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Ransom - of Girls for Immoral Purpose,0,0,0,0
108,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Ransom - of  Others,21,5,5,7
109,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Procuration of Minor Girls - For Prostitution,0,0,0,0
110,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Procuration of Minor Girls - Importring of Girl,1,0,0,1
111,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Procuration of Minor Girls - For other Purpose,5,0,3,1
112,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Espionage,0,0,0,0
113,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Intent to Steal From Child,0,0,0,0
114,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Murder (Homicide),0,0,0,0
115,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Obtain Signature Forcibly,0,0,0,0
116,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Recovering Loan,1,0,0,0
117,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Settling any Disputes,4,1,1,2
118,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Unnatural Lust / Illicit Intercourse,0,0,0,0
119,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Wrongful Confinement,6,0,1,3
120,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Exporting,0,0,0,0
121,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",From Lawful Guardianship,0,0,0,0
122,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Camel Racing Etc.,0,0,0,0
123,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",To Compel For Marriage,1,1,1,0
124,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Slavery,0,0,0,0
125,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Stealing From its Person,0,0,0,0
126,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Others,118,32,43,38
127,A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),At ATM,0,0,0,0
128,A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),At Residential Premises,13,3,9,3
129,A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),On Highways,5,6,0,2
130,A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),In Trains,0,0,0,0
131,A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),At Banks,0,0,0,0
132,A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),At Commercial Places / Establishments,5,1,2,2
133,A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),On Other Roads,9,7,2,3
134,A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),In Other Places,21,5,3,8
135,A - IPC Crime,DACOITY (Sec. 395 to 398 IPC ),River & Sea,1,0,1,0
136,A - IPC Crime,Preparation And Assembly for Dacoity,NA,33,15,11,11
137,A - IPC Crime,Robbery (Sec.392 to 394 IPC),At ATM,0,0,0,0
138,A - IPC Crime,Robbery (Sec.392 to 394 IPC),At Residential Premises,45,15,15,11
139,A - IPC Crime,Robbery (Sec.392 to 394 IPC),On Highways,32,5,10,12
140,A - IPC Crime,Robbery (Sec.392 to 394 IPC),In Trains,2,0,1,0
141,A - IPC Crime,Robbery (Sec.392 to 394 IPC),At Banks,0,1,0,0
142,A - IPC Crime,Robbery (Sec.392 to 394 IPC),At Commercial Places / Establishments,19,5,6,4
143,A - IPC Crime,Robbery (Sec.392 to 394 IPC),In Other Places,238,45,74,85
144,A - IPC Crime,Robbery (Sec.392 to 394 IPC),Chain Snatching,182,58,67,63
145,A - IPC Crime,Robbery (Sec.392 to 394 IPC),Attempt to Commit,12,6,2,5
146,A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",At Residential Premises,657,188,213,205
147,A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",On Highways,0,0,0,0
148,A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",In Trains,0,0,0,0
149,A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",At Banks,13,3,5,2
150,A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",At Commercial Places / Establishments,194,52,60,59
151,A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",In Other Places,136,46,42,35
152,A - IPC Crime,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",Temple Theft,81,20,30,15
153,A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",At Residential Premises,247,69,91,67
154,A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",On Highways,0,1,0,0
155,A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",In Trains,1,0,0,0
156,A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",At Banks,0,0,0,0
157,A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",At Commercial Places / Establishments,13,5,4,7
158,A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",In Other Places,16,2,3,5
159,A - IPC Crime,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC)",Temple Theft,5,3,1,1
160,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Sand,419,76,124,206
161,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Attempt to commit,13,2,2,7
162,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Automobiles - Of Tractors,26,17,10,9
163,A - IPC Crime,THEFT (Sec.379 to 389 IPC),At ATM,2,2,1,0
164,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Communication And Elec. Wire,55,26,17,22
165,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Cattle,117,22,44,37
166,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Cycle,27,9,6,14
167,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Automobiles - Of Lorries/Trucks,23,9,7,9
168,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Automobiles - Of Buses,3,1,2,0
169,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Automobiles - Of Cars / Jeeps,80,21,44,18
170,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Automobiles - Of Two Wheelers ,2901,843,942,994
171,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Automobies - of Three Wheelers,70,14,20,30
172,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Accessories of Motor Vehicle,82,14,31,24
173,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Govt. Vehicle,0,0,0,0
174,A - IPC Crime,THEFT (Sec.379 to 389 IPC),"Electronic Goods (Radio, TV, VCR, Acs, Office Automation Equipments)",374,120,127,124
175,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Fire Arms,1,0,1,0
176,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Explosives,0,0,0,0
177,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Cultural - Idols,4,0,2,1
178,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Cultural - Painting,1,0,0,1
179,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Of Cultrual - Others,75,20,22,21
180,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Cash,158,40,61,48
181,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Jewellery,438,93,156,165
182,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Other Items Not Included Above,544,147,173,177
183,A - IPC Crime,THEFT (Sec.379 to 389 IPC),In Running Train,12,7,5,2
184,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Extortion,71,11,24,23
185,A - IPC Crime,THEFT (Sec.379 to 389 IPC),House Theft,448,118,133,150
186,A - IPC Crime,THEFT (Sec.379 to 389 IPC),Servant Theft,130,39,54,44
187,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Land Dispute,255,89,79,87
188,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Employee - Govt.,0,0,0,0
189,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Labour - Private Sector,1,1,1,0
190,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Labour - Public Sector,1,1,0,1
191,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Linguistic,1,0,0,0
192,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Political ,2,6,1,1
193,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Regional,2,1,2,0
194,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Sectarian,0,0,0,0
195,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Students,4,0,1,0
196,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Tribal,0,0,0,0
197,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Due to Village Disputes,9,0,5,3
198,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Communal,0,0,0,0
199,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Industrial,3,0,1,2
200,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Caste,1,1,0,1
201,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Agrarian,0,0,0,0
202,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Others,641,251,201,236
203,A - IPC Crime,"OFFENCES AGAINST STATE (Sec. 121 to 130, except 124(A) IPC)",NA,0,0,0,0
204,A - IPC Crime,"OFFENCES PROMOTING ENEMITY (Sec. 153(A), 154(B) & 505 IPC",NA,38,1,8,15
205,A - IPC Crime,CRIMINAL BREACH OF TRUST,NA,156,41,55,54
206,A - IPC Crime,CHEATING (Sec.417 to 420 IPC),NA,1824,518,612,585
207,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )","Stock Share, Debentrue Certificate",0,0,0,0
208,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )",Usage of Counterfeit Stamp,0,0,0,0
209,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )",Of Coins (Sec 231 to 254 IPC),0,0,0,0
210,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )",Of Stamps (Sec.255 to 263(A) IPC),0,0,0,0
211,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )",Of Currency Notes And Bank Notes (Sec. 489 (A) to 489 (E) IPC),10,0,4,4
212,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )",Of Others,1,0,0,0
213,A - IPC Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC",Forgery  ,106,18,32,39
214,A - IPC Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC",Organised (Racket),1,0,0,0
215,A - IPC Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC",Forgery of Passport,0,0,0,0
216,A - IPC Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC",Other Forgery,37,6,16,11
217,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Acid Attack (326(a)),1,0,0,0
218,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Attempt to Acid Attack (326(b)),5,0,0,4
219,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Grievous Hurt,292,140,92,109
220,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Simple Hurt,4169,1357,1364,1529
221,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Custodial,1,0,0,0
222,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Attempt to Commit,0,0,0,0
223,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Alcoholic Drink (Liquor),0,0,0,0
224,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Cement & Chemical/Fertiliser,0,0,0,0
225,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Cosmetics,0,0,0,0
226,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Diesel,0,0,0,0
227,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Drug/Medicine,0,0,0,0
228,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Edible Oil,0,0,0,0
229,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Food Grain,0,0,0,0
230,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Kerosene,0,0,0,0
231,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Life Saving Drug,0,0,0,0
232,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Mobile Oil,0,0,0,0
233,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Petrol,0,0,0,0
234,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Petroleum Product,0,0,0,0
235,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Soft Drinks,0,0,0,0
236,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Spices,1,0,0,1
237,A - IPC Crime,AFFRAY (Sec. 160 IPC ),NA,126,34,44,43
238,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Agricultural Produce,28,12,10,16
239,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Attemp to Commit,0,0,0,0
240,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Boat / Ship,0,0,0,0
241,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Dwelling House,7,2,1,3
